payment_id,customer_id,payment_date,payment_amount,currency,payment_method,bank_receipt_id,remittance_reference,payer_name,payment_status,created_at
PMT-000667,CUST-0117,2026-06-30,47647.55,USD,Wire,BR-000667,INV-000828,Northwind Media,received,2026-06-30
PMT-000668,CUST-0117,2026-06-30,73552.6,USD,ACH,BR-000668,INV-000829,Northwind Media,received,2026-06-30
PMT-000669,CUST-0118,2025-07-29,7700.0,USD,Wire,BR-000669,INV-000831,Summit Networks,received,2025-07-29
PMT-000670,CUST-0118,2025-07-29,6800.0,USD,Wire,BR-000670,INV-000832,Summit Networks,received,2025-07-29
PMT-000671,CUST-0119,2026-01-12,17111.11,EUR,ACH,BR-000671,INV-000833,Lumen Labs,received,2026-01-12
PMT-000672,CUST-0119,2025-09-01,6592.6,EUR,ACH,BR-000672,INV-000834,Lumen Labs,received,2025-09-01
PMT-000673,CUST-0119,2025-10-07,6592.6,EUR,ACH,BR-000673,INV-000835,Lumen Labs,received,2025-10-07
PMT-000674,CUST-0119,2025-10-18,6592.6,EUR,Card,BR-000674,INV-000836,Lumen Labs,received,2025-10-18
PMT-000675,CUST-0119,2026-03-31,19555.56,EUR,Check,BR-000675,INV-000837,Lumen Labs,received,2026-03-31
PMT-000676,CUST-0120,2025-11-17,7449.98,EUR,ACH,BR-000676,INV-000838,Pioneer Retail,received,2025-11-17
PMT-000677,CUST-0120,2025-12-04,5011.66,EUR,Wire,BR-000677,INV-000839,Pioneer Retail,received,2025-12-04
PMT-000678,CUST-0120,2026-01-18,5549.56,EUR,Wire,BR-000678,INV-000840,Pioneer Retail,received,2026-01-18
PMT-000679,CUST-0120,2026-02-03,5501.89,EUR,Wire,BR-000679,INV-000841,Pioneer Retail,received,2026-02-03
PMT-000680,CUST-0120,2026-03-27,6483.42,EUR,ACH,BR-000680,INV-000843,Pioneer Retail,received,2026-03-27
PMT-000681,CUST-0120,2026-05-21,6648.92,EUR,Wire,BR-000681,INV-000844,Pioneer Retail,received,2026-05-21
PMT-000682,CUST-0120,2026-06-01,7591.69,EUR,ACH,BR-000682,INV-000845,Pioneer Retail,received,2026-06-01
PMT-000683,CUST-0120,2026-06-30,6215.84,EUR,Wire,BR-000683,INV-000846,Pioneer Retail,received,2026-06-30
PMT-000684,CUST-0121,2025-11-24,3800.0,USD,Wire,BR-000684,INV-000850,Solstice Energy,received,2025-11-24
PMT-000685,CUST-0121,2026-06-06,3158.33,USD,Wire,BR-000685,INV-000851,Solstice Energy,received,2026-06-06
PMT-000686,CUST-0121,2026-06-30,3158.33,USD,ACH,BR-000686,INV-000852,Solstice Energy,received,2026-06-30
PMT-000687,CUST-0121,2026-06-30,3158.33,USD,Wire,BR-000687,INV-000853,Solstice Energy,received,2026-06-30
PMT-000688,CUST-0122,2026-05-18,268368.75,BRL,Wire,BR-000688,INV-000855,Ironclad Studios,received,2026-05-18
PMT-000689,CUST-0122,2026-06-30,268368.75,BRL,ACH,BR-000689,INV-000856,Ironclad Studios,received,2026-06-30
PMT-000690,CUST-0122,2026-06-30,268368.75,BRL,ACH,BR-000690,INV-000857,Ironclad Studios,received,2026-06-30
PMT-000691,CUST-0122,2026-05-31,3094650.0,BRL,Wire,BR-000691,INV-000858,Ironclad Studios,received,2026-05-31
PMT-000692,CUST-0123,2025-12-27,67208.33,USD,Wire,BR-000692,INV-000859,Orchard Technologies,received,2025-12-27
PMT-000693,CUST-0123,2026-02-07,67208.33,USD,ACH,BR-000693,INV-000860,Orchard Technologies,received,2026-02-07
PMT-000694,CUST-0123,2026-02-20,67208.33,USD,Wire,BR-000694,INV-000861,Orchard Technologies,received,2026-02-20
PMT-000695,CUST-0123,2026-03-25,67208.33,USD,Wire,BR-000695,INV-000862,Orchard Technologies,received,2026-03-25
PMT-000696,CUST-0123,2026-04-04,67208.33,USD,ACH,BR-000696,INV-000863,Orchard Technologies,received,2026-04-04
PMT-000697,CUST-0123,2026-06-02,67208.33,USD,ACH,BR-000697,INV-000864,Orchard Technologies,received,2026-06-02
PMT-000698,CUST-0123,2026-06-30,67208.33,USD,ACH,BR-000698,INV-000866,Orchard Technologies,received,2026-06-30
PMT-000699,CUST-0123,2026-02-03,168168.3,USD,ACH,BR-000699,INV-000868,Orchard Technologies,received,2026-02-03
PMT-000700,CUST-0123,2026-04-07,162775.71,USD,Wire,BR-000700,INV-000869,Orchard Technologies,received,2026-04-07
PMT-000701,CUST-0123,2026-06-25,141010.04,USD,Wire,BR-000701,INV-000870,Orchard Technologies,received,2026-06-25
PMT-000702,CUST-0124,2025-05-24,1923444.44,EUR,ACH,BR-000702,INV-000871,Sterling Capital,received,2025-05-24
PMT-000703,CUST-0125,2026-06-30,1716.54,GBP,ACH,BR-000703,INV-000872,Tideline Analytics,received,2026-06-30
PMT-000704,CUST-0125,2026-04-26,2527.56,GBP,Wire,BR-000704,INV-000875,Tideline Analytics,received,2026-04-26
PMT-000705,CUST-0125,2026-06-01,2527.56,GBP,Wire,BR-000705,INV-000876,Tideline Analytics,received,2026-06-01
PMT-000706,CUST-0125,2026-05-29,2527.56,GBP,ACH,BR-000706,INV-000877,Tideline Analytics,received,2026-05-29
PMT-000707,CUST-0125,2025-05-28,7039.37,GBP,Wire,BR-000707,INV-000881,Tideline Analytics,received,2025-05-28
PMT-000708,CUST-0125,2025-07-01,7039.37,GBP,ACH,BR-000708,INV-000882,Tideline Analytics,received,2025-07-01
PMT-000709,CUST-0125,2025-12-26,448.82,GBP,Card,BR-000709,INV-000883,Tideline Analytics,received,2025-12-26
PMT-000710,CUST-0125,2026-03-03,448.82,GBP,Wire,BR-000710,INV-000884,Tideline Analytics,received,2026-03-03
PMT-000711,CUST-0125,2026-03-29,448.82,GBP,Wire,BR-000711,INV-000885,Tideline Analytics,received,2026-03-29
PMT-000712,CUST-0125,2026-03-29,448.82,GBP,ACH,BR-000712,INV-000886,Tideline Analytics,received,2026-03-29
PMT-000713,CUST-0125,2026-06-06,448.82,GBP,Wire,BR-000713,INV-000887,Tideline Analytics,received,2026-06-06
PMT-000714,CUST-0125,2026-06-30,448.82,GBP,Check,BR-000714,INV-000888,Tideline Analytics,received,2026-06-30
PMT-000715,CUST-0125,2026-06-25,448.82,GBP,Card,BR-000715,INV-000889,Tideline Analytics,received,2026-06-25
